Bolagsnamn,Land,Lista,Sektor,Bransch,Ticker,Kursutveckling,PE,PS,PB
Lem Holding,Schweiz,Schweiz,Industri,Mätning & Analys,LEHN,-0.04306221,27.2714901,4.385890961,16.9976902
Leonteq,Schweiz,Schweiz,Finans & Fastighet,Kapitalförvaltning,LEON,0.103291149,13.19326973,3.129383087,1.224967003
Liechtensteinische Landesbank,Schweiz,Schweiz,Finans & Fastighet,Banker,LLBN,-0.192647038,18.00235939,7.041364193,0.894083381
Logitech,Schweiz,Schweiz,Informationsteknik,Datorer & Hårdvara,LOGN,-0.055748224,22.12776947,2.115592957,4.712609768
Lonza Group,Schweiz,Schweiz,Hälsovård,Biotech,LONN,0.27657341,35.727211,4.565206051,4.161690235
LumX Group,Schweiz,Schweiz,Finans & Fastighet,Kapitalförvaltning,LUMX,-0.864285736,-0.263522893,0.238887906,0.201139495
Luzerner Kantonalbank,Schweiz,Schweiz,Finans & Fastighet,Banker,LUKN,-0.182875271,15.99129009,7.161684036,1.143581986
MCH Group,Schweiz,Schweiz,Sällanköpsvaror,Marknadsföring,MCHN,-0.108312311,-0.499532908,0.242579103,1.885050058
Meier Tobler Group,Schweiz,Schweiz,Industri,Elektroniska komponenter,MTG,-0.242524872,123.8009033,0.330922395,1.135450006
Metall Zug,Schweiz,Schweiz,Sällanköpsvaror,Hemelektronik,METN,-0.396057358,21.59678078,0.632964492,1.148336053
Meyer Burger Technology,Schweiz,Schweiz,Informationsteknik,Elektronik & Tillverkning,MBTN,-0.625663681,-1.576398015,0.583158076,0.787634075
Mikron,Schweiz,Schweiz,Industri,Industrikomponenter,MIKN,-0.181818123,6.780511856,0.261569291,0.530675411
Mobilezone,Schweiz,Schweiz,Telekommunikation,Bredband & Telefoni,MOZN,-0.078185263,9.782831192,0.354808688,672.5244751
Mobimo,Schweiz,Schweiz,Finans & Fastighet,Fastighetsbolag,MOBN,0.18029356,18.00390053,9.643026352,1.21201098
Molecular Partners,Schweiz,Schweiz,Hälsovård,Biotech,MOLN,0.092522144,-9.628595352,25.4853096,4.722609997
Nebag,Schweiz,Schweiz,Finans & Fastighet,Investmentbolag,NBEN,-0.098039207,-75.97028351,913.9935303,0.926302493
Nestle,Schweiz,Schweiz,Dagligvaror,Livsmedel,NESN,0.037001133,22.35581017,2.990873098,5.320632935
